;0;1;2;3;4;5
3677;14999999;"
 2-к квартира, 56.8 м², 2/8 эт.
 ";/moskva/kvartiry/2-k_kvartira_56.8_m_28_et._1950891951;"
 Дмитровское ш., 46к1
 ";Окружная; 600 м
3678;8590000;"
 2-к квартира, 45 м², 1/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_45_m_15_et._1782139077;"
 Ереванская ул., 24к2
 ";Царицыно; 800 м
3679;14750000;"
 2-к квартира, 68.5 м², 10/25 эт.
 ";/moskva/kvartiry/2-k_kvartira_68.5_m_1025_et._1978417732;"
 ул. Татьянин Парк, 14к1
 ";Говорово; 500 м
3680;8650000;"
 2-к квартира, 43 м², 6/8 эт.
 ";/moskva/kvartiry/2-k_kvartira_43_m_68_et._1964317204;"
 Глебовская ул., 5
 ";Бульвар Рокоссовского; 1,3 км
3681;9000000;"
 2-к квартира, 50.2 м², 3/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_50.2_m_317_et._1960120214;"
 Каширское ш., 80к1
 ";Орехово; 1,7 км
3682;11446000;"
 2-к квартира, 62.1 м², 3/13 эт.
 ";/moskva/kvartiry/2-k_kvartira_62.1_m_313_et._1842865736;"
 Вешняковская ул., 18к1
 ";Выхино; 1 км
3683;8490000;"
 2-к квартира, 45.3 м², 2/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_45.3_m_25_et._1949436347;"
 Весёлая ул., 33к6
 ";Царицыно; 600 м
3684;14300000;"
 2-к квартира, 63 м², 3/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_63_m_317_et._1967506920;"
 Чонгарский б-р, 11
 ";Варшавская; 600 м
3685;13100000;"
 2-к квартира, 54.1 м², 8/20 эт.
 ";/moskva/kvartiry/2-k_kvartira_54.1_m_820_et._1917935574;"
 Фестивальная ул., 41к4
 ";Речной вокзал; 700 м
3686;8000000;"
 2-к квартира, 40 м², 10/12 эт.
 ";/moskva/kvartiry/2-k_kvartira_40_m_1012_et._1983298713;"
 Щёлковское ш., 32
 ";Щелковская; 900 м
3687;8200000;"
 2-к квартира, 40 м², 10/12 эт.
 ";/moskva/kvartiry/2-k_kvartira_40_m_1012_et._1626999911;"
 Одесская ул., 18к3
 ";Каховская; 700 м
3688;12800000;"
 2-к квартира, 64 м², 10/25 эт.
 ";/moskva/kvartiry/2-k_kvartira_64_m_1025_et._1964049164;"
 Киевское шоссе, 23-й километр, 7к1
 ";Саларьево; 700 м
3689;12999000;"
 2-к квартира, 65 м², 5/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_65_m_59_et._1963453136;"
 пр-т Будённого, 25
 ";Соколиная гора; 1 км
3690;9500000;"
 2-к квартира, 44 м², 4/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_44_m_45_et._1981014004;"
 Ярцевская ул., 13
 ";Молодежная; 700 м
3691;8700000;"
 2-к квартира, 52 м², 1/14 эт.
 ";/moskva/kvartiry/2-k_kvartira_52_m_114_et._1874609177;"
 Ставропольская ул., 70
 ";Люблино; 1 км
3692;12400000;"
 2-к квартира, 45 м², 6/8 эт.
 ";/moskva/kvartiry/2-k_kvartira_45_m_68_et._1949101109;"
 Профсоюзная ул., 19
 ";Профсоюзная; 100 м
3693;11000000;"
 2-к квартира, 60 м², 11/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_60_m_1117_et._1977788356;"
 Зеленоградская ул., 17
 ";Ховрино; 1,6 км
3694;8300000;"
 2-к квартира, 44.7 м², 1/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_44.7_m_15_et._1818745189;"
 Симферопольский б-р, 26/11
 ";Чертановская; 400 м
3695;9044425;"
 2-к квартира, 72.3 м², 9/25 эт.
 ";/moskva/kvartiry/2-k_kvartira_72.3_m_925_et._1312661467;"
 Покровская ул., 12
 ";Некрасовка; 700 м
3696;8000000;"
 2-к квартира, 56.9 м², 4/14 эт.
 ";/moskva/kvartiry/2-k_kvartira_56.9_m_414_et._1978041966;"
 Скандинавский б-р, 23к1
 ";Улица Горчакова; 1,8 км
3697;7900000;"
 2-к квартира, 45.7 м², 3/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_45.7_m_35_et._1964325967;"
 Волгоградский пр-т, 159к1
 ";Кузьминки; 1,2 км
3698;8199000;"
 2-к квартира, 45.4 м², 2/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_45.4_m_29_et._1978430978;"
 Щёлковское ш., 12к2
 ";Локомотив; 1,5 км
3699;15000000;"
 2-к квартира, 65 м², 4/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_65_m_49_et._1956863278;"
 ул. Василисы Кожиной, 6к1
 ";Багратионовская; 800 м
3700;9150000;"
 2-к квартира, 44.6 м², 5/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_44.6_m_59_et._1874064330;"
 ул. Героев Панфиловцев, 3к1
 ";Сходненская; 500 м
3701;9750000;"
 2-к квартира, 42.1 м², 4/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_42.1_m_45_et._1959182976;"
 2-я Владимирская ул., 16к1
 ";Перово; 900 м
3702;7990000;"
 2-к квартира, 39 м², 2/3 эт.
 ";/moskva/kvartiry/2-k_kvartira_39_m_23_et._1959648123;"
 пос. Коммунарка, ул. Потаповская Роща, 8
 ";Бунинская аллея; 1,8 км
3703;14000000;"
 2-к квартира, 40 м², 4/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_40_m_49_et._1917417817;"
 ул. Красная Пресня, 11
 ";Краснопресненская; 300 м
3704;9500000;"
 2-к квартира, 43 м², 12/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_43_m_1217_et._1917822020;"
 ул. Наташи Ковшовой, 11
 ";Озёрная; 1,3 км
3705;10500000;"
 2-к квартира, 38.5 м², 10/14 эт.
 ";/moskva/kvartiry/2-k_kvartira_38.5_m_1014_et._1941936077;"
 ул. Поликарпова, 25
 ";Беговая; 600 м
3706;11899000;"
 2-к квартира, 56.4 м², 10/27 эт.
 ";/moskva/kvartiry/2-k_kvartira_56.4_m_1027_et._1972234670;"
 Большая Черкизовская ул., 20к1
 ";Черкизовская; 1 км
3707;8950000;"
 2-к квартира, 54 м², 12/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_54_m_1217_et._1961434230;"
 Рождественская ул., 23/33
 ";Некрасовка; 700 м
3708;13600000;"
 2-к квартира, 57 м², 17/23 эт.
 ";/moskva/kvartiry/2-k_kvartira_57_m_1723_et._1969224934;"
 ул. Лобачевского, 118к2
 ";Мичуринский проспект; 1 км
3709;5800000;"
 2-к квартира, 47.4 м², 1/14 эт.
 ";/moskva/kvartiry/2-k_kvartira_47.4_m_114_et._1896570088;"
 ул. Марьинский Парк, 17к2
 ";Братиславская; 1,8 км
3710;10400000;"
 2-к квартира, 44.6 м², 5/6 эт.
 ";/moskva/kvartiry/2-k_kvartira_44.6_m_56_et._1978034613;"
 Средний Золоторожский пер., 9
 ";Площадь Ильича; 300 м
3711;9100000;"
 2-к квартира, 42 м², 3/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_42_m_35_et._1952124174;"
 Магаданская ул., 12
 ";Бабушкинская; 1,6 км
3712;13000000;"
 2-к квартира, 62.5 м², 2/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_62.5_m_25_et._2006549969;"
 Озёрная ул., 2/12
 ";Мичуринский проспект; 1,5 км
3713;10300000;"
 2-к квартира, 54 м², 9/14 эт.
 ";/moskva/kvartiry/2-k_kvartira_54_m_914_et._1970082207;"
 ул. Адмирала Лазарева, 22
 ";Улица Горчакова; 600 м
3714;13499000;"
 2-к квартира, 64 м², 10/22 эт.
 ";/moskva/kvartiry/2-k_kvartira_64_m_1022_et._1961116610;"
 ул. Борисовские Пруды, 7к2
 ";Борисово; 1,8 км
3715;14300000;"
 2-к квартира, 69 м², 11/23 эт.
 ";/moskva/kvartiry/2-k_kvartira_69_m_1123_et._1894646384;"
 Старокрымская ул., 15к1
 ";Улица Скобелевская; 1,1 км
3716;5900000;"
 2-к квартира, 43 м², 3/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_43_m_35_et._1964161010;"
 Дачная ул., 5
 ";р-н Южное Бутово;
3717;13300000;"
 2-к квартира, 45.8 м², 6/12 эт.
 ";/moskva/kvartiry/2-k_kvartira_45.8_m_612_et._1959721078;"
 5-й Войковский пр., 16к2
 ";Войковская; 500 м
3718;12850000;"
 2-к квартира, 56 м², 20/20 эт.
 ";/moskva/kvartiry/2-k_kvartira_56_m_2020_et._1950024409;"
 Ангарская ул., 45к3
 ";Селигерская; 2,3 км
3719;11400000;"
 2-к квартира, 69 м², 25/25 эт.
 ";/moskva/kvartiry/2-k_kvartira_69_m_2525_et._1961472324;"
 Саларьевская ул., 14к2
 ";Саларьево; 900 м
3720;8850000;"
 2-к квартира, 47.1 м², 5/12 эт.
 ";/moskva/kvartiry/2-k_kvartira_47.1_m_512_et._1967889458;"
 Волжский б-р, 43
 ";Волжская; 700 м
3721;9094325;"
 2-к квартира, 72.7 м², 19/25 эт.
 ";/moskva/kvartiry/2-k_kvartira_72.7_m_1925_et._1075467430;"
 ул. Вертолётчиков, 13
 ";Некрасовка; 700 м
3722;13700000;"
 2-к квартира, 57.9 м², 17/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_57.9_m_1717_et._1863114113;"
 ул. Крылатские Холмы, 1
 ";Молодежная; 800 м
3723;8950000;"
 2-к квартира, 45.8 м², 1/12 эт.
 ";/moskva/kvartiry/2-k_kvartira_45.8_m_112_et._1981859899;"
 Севанская ул., 4
 ";Царицыно; 300 м
3724;11800000;"
 2-к квартира, 52 м², 7/12 эт.
 ";/moskva/kvartiry/2-k_kvartira_52_m_712_et._1964411643;"
 Каргопольская ул., 13к1
 ";Отрадное; 800 м
3725;11790000;"
 2-к квартира, 57 м², 19/25 эт.
 ";/moskva/kvartiry/2-k_kvartira_57_m_1925_et._1804444883;"
 Саларьевская ул., 10к2
 ";Саларьево; 800 м
3726;8300000;"
 2-к квартира, 56.1 м², 5/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_56.1_m_55_et._1862864663;"
 Ставропольская ул., 14
 ";Люблино; 1 км
3727;14100000;"
 2-к квартира, 74.1 м², 7/14 эт.
 ";/moskva/kvartiry/2-k_kvartira_74.1_m_714_et._1953125021;"
 Ангарская ул., 23к5
 ";Ховрино; 2,2 км
3728;10700000;"
 2-к квартира, 50.5 м², 15/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_50.5_m_1517_et._1952200511;"
 Кантемировская ул., 16к1А
 ";Кантемировская; 600 м
3729;12900000;"
 2-к квартира, 58 м², 2/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_58_m_25_et._1798548196;"
 7-я ул. Текстильщиков, 4
 ";Волжская; 1 км
3730;8600000;"
 2-к квартира, 37.6 м², 5/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_37.6_m_59_et._1373804133;"
 ул. Каховка, 13к8
 ";Севастопольская; 1,1 км
3731;11350000;"
 2-к квартира, 58 м², 13/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_58_m_1317_et._1979947407;"
 Мещёрский пер., 6к2
 ";Окская; 400 м
3732;10900000;"
 2-к квартира, 42.6 м², 4/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_42.6_m_45_et._1874476360;"
 1-я Останкинская ул., 25
 ";ВДНХ; 1,2 км
3733;9765000;"
 2-к квартира, 45 м², 2/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_45_m_25_et._2000305889;"
 12-я Парковая ул., 7
 ";Первомайская; 800 м
3734;10499000;"
 2-к квартира, 48.7 м², 2/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_48.7_m_29_et._1965935078;"
 пр. Шокальского, 63
 ";Медведково; 500 м
3735;12500000;"
 2-к квартира, 61.6 м², 3/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_61.6_m_35_et._2013317967;"
 Коптевский б-р, 16к1
 ";Коптево; 800 м
3736;8697125;"
 2-к квартира, 59.5 м², 18/25 эт.
 ";/moskva/kvartiry/2-k_kvartira_59.5_m_1825_et._1382097937;"
 Рождественская ул., 33
 ";Некрасовка; 200 м
3737;12500000;"
 2-к квартира, 47.5 м², 4/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_47.5_m_45_et._1949794880;"
 4-й Верхний Михайловский пр., 10к3
 ";Ленинский проспект; 1 км
3738;11500000;"
 2-к квартира, 60 м², 6/16 эт.
 ";/moskva/kvartiry/2-k_kvartira_60_m_616_et._1955596801;"
 Варшавское ш., 154к2
 ";Аннино; 400 м
3739;14800000;"
 2-к квартира, 55 м², 14/19 эт.
 ";/moskva/kvartiry/2-k_kvartira_55_m_1419_et._1868607418;"
 ул. Полины Осипенко, 2к2
 ";Беговая; 600 м
3740;14999000;"
 2-к квартира, 58 м², 2/8 эт.
 ";/moskva/kvartiry/2-k_kvartira_58_m_28_et._907555830;"
 ул. Пресненский Вал, 7с1
 ";Улица 1905 года; 400 м
3741;9700000;"
 2-к квартира, 46 м², 10/12 эт.
 ";/moskva/kvartiry/2-k_kvartira_46_m_1012_et._1978562955;"
 Сивашская ул., 4к4
 ";Нахимовский проспект; 100 м
3742;9250000;"
 2-к квартира, 44.4 м², 9/12 эт.
 ";/moskva/kvartiry/2-k_kvartira_44.4_m_912_et._1973118875;"
 Дмитровское ш., 33к2
 ";Петровско-Разумовская; 800 м
3743;13990000;"
 2-к квартира, 45.7 м², 4/10 эт.
 ";/moskva/kvartiry/2-k_kvartira_45.7_m_410_et._1978862709;"
 Ленинский пр-т, 43
 ";Площадь Гагарина; 700 м
3744;4290000;"
 2-к квартира, 64 м², 4/8 эт.
 ";/moskva_zelenograd/kvartiry/2-k_kvartira_64_m_48_et._1973901474;;д. Елино;
3745;9550000;"
 2-к квартира, 48.2 м², 16/16 эт.
 ";/moskva/kvartiry/2-k_kvartira_48.2_m_1616_et._1916964046;"
 пр. Шокальского, 18к2
 ";Медведково; 1,2 км
3746;13999999;"
 2-к квартира, 46 м², 5/10 эт.
 ";/moskva/kvartiry/2-k_kvartira_46_m_510_et._1964090307;"
 Ленинский пр-т, 43
 ";Площадь Гагарина; 700 м
3747;14999999;"
 2-к квартира, 55 м², 2/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_55_m_29_et._1483729360;"
 Студенческая ул., 44
 ";Кутузовская; 300 м
3748;10700000;"
 2-к квартира, 60 м², 8/8 эт.
 ";/moskva/kvartiry/2-k_kvartira_60_m_88_et._1873523738;"
 Чонгарский б-р, 1к2
 ";Варшавская; 200 м
3749;9000000;"
 2-к квартира, 44.2 м², 6/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_44.2_m_69_et._1950405587;"
 Воронежская ул., 34к4
 ";Зябликово; 500 м
3750;13300000;"
 2-к квартира, 65.3 м², 2/14 эт.
 ";/moskva/kvartiry/2-k_kvartira_65.3_m_214_et._1899580661;"
 Соколово-Мещерская ул., 26к1
 ";р-н Куркино;
3751;7100000;"
 2-к квартира, 37.8 м², 1/12 эт.
 ";/moskva/kvartiry/2-k_kvartira_37.8_m_112_et._1958513575;"
 Ясный пр., 34к2
 ";Бибирево; 1,2 км
3752;8600000;"
 2-к квартира, 37.6 м², 6/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_37.6_m_69_et._1948266203;"
 Варшавское ш., 78/2
 ";Варшавская; 100 м
3753;13900000;"
 2-к квартира, 65 м², 6/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_65_m_69_et._1873200010;"
 б-р Андрея Тарковского, 4
 ";Рассказовка; 700 м
3754;11200000;"
 2-к квартира, 40.1 м², 21/34 эт.
 ";/moskva/kvartiry/2-k_kvartira_40.1_m_2134_et._2008321671;"
 Выборгская ул.
 ";Водный стадион; 800 м
3755;8500000;"
 2-к квартира, 50 м², 2/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_50_m_29_et._846316401;"
 ул. Молостовых, 6к2
 ";Новогиреево; 1,5 км
3756;9800000;"
 2-к квартира, 51.8 м², 1/3 эт.
 ";/moskva/kvartiry/2-k_kvartira_51.8_m_13_et._1950377972;"
 пос. Коммунарка, ул. Потаповская Роща, 3к2
 ";Бунинская аллея; 1,7 км
3757;11000000;"
 2-к квартира, 43.8 м², 4/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_43.8_m_49_et._1974321533;"
 ул. Народного Ополчения, 20к2
 ";Хорошево; 1,6 км
3758;10550000;"
 2-к квартира, 54 м², 8/16 эт.
 ";/moskva/kvartiry/2-k_kvartira_54_m_816_et._1856525117;"
 Новоясеневский пр-т, 3
 ";Ясенево; 500 м
3759;9800000;"
 2-к квартира, 58.9 м², 10/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_58.9_m_1017_et._1981510773;"
 ул. Ухтомского Ополчения, 1
 ";Некрасовка; 300 м
3760;10300000;"
 2-к квартира, 74.6 м², 5/16 эт.
 ";/moskva/kvartiry/2-k_kvartira_74.6_m_516_et._848696428;"
 ул. Дмитрия Кабалевского, 22
 ";;
3761;13800000;"
 2-к квартира, 44 м², 1/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_44_m_15_et._1950344507;"
 ул. Малые Каменщики, 18к3
 ";Марксистская; 700 м
3762;8900000;"
 2-к квартира, 63.5 м², 17/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_63.5_m_1717_et._1885260415;"
 Люберцы, ул. Дружбы, 3
 ";Некрасовка; 2 км
3763;12600000;"
 2-к квартира, 55.3 м², 3/25 эт.
 ";/moskva/kvartiry/2-k_kvartira_55.3_m_325_et._1917606208;"
 Митинская ул., 53
 ";Пятницкое шоссе; 300 м
3764;7900000;"
 2-к квартира, 39 м², 1/12 эт.
 ";/moskva/kvartiry/2-k_kvartira_39_m_112_et._1885403033;"
 Кавказский б-р, 29к1
 ";Царицыно; 900 м
3765;11200000;"
 2-к квартира, 56.5 м², 23/24 эт.
 ";/moskva/kvartiry/2-k_kvartira_56.5_m_2324_et._1981877965;"
 Базовская ул., 15к15
 ";Ховрино; 1,6 км
3766;10200000;"
 2-к квартира, 59 м², 2/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_59_m_25_et._1972432643;"
 Амурская ул., 14
 ";Локомотив; 1,3 км
3767;8717000;"
 2-к квартира, 65.6 м², 15/25 эт.
 ";/moskva/kvartiry/2-k_kvartira_65.6_m_1525_et._1600621713;"
 ул. Вертолётчиков, 1
 ";Некрасовка; 700 м
3768;9000000;"
 2-к квартира, 40 м², 6/12 эт.
 ";/moskva/kvartiry/2-k_kvartira_40_m_612_et._1968364462;"
 ул. Обручева, 37
 ";Калужская; 1,1 км
3769;8150000;"
 2-к квартира, 35 м², 4/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_35_m_49_et._1980323066;"
 Флотская ул., 24
 ";Речной вокзал; 900 м
3770;12300000;"
 2-к квартира, 50 м², 3/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_50_m_39_et._1975868294;"
 Якорная ул., 7
 ";Технопарк; 1,6 км
3771;7900000;"
 2-к квартира, 46 м², 1/8 эт.
 ";/moskva/kvartiry/2-k_kvartira_46_m_18_et._2004590889;"
 Рязанский пр-т, 51
 ";Стахановская; 900 м
3772;13000000;"
 2-к квартира, 51.5 м², 21/25 эт.
 ";/moskva/kvartiry/2-k_kvartira_51.5_m_2125_et._1981360146;"
 ул. Народного Ополчения, 3
 ";Хорошево; 2,2 км
3773;14500000;"
 2-к квартира, 74 м², 16/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_74_m_1617_et._1970603760;"
 Байкальская ул., 18к1
 ";Щелковская; 700 м
3774;15000000;"
 2-к квартира, 70 м², 2/8 эт.
 ";/moskva/kvartiry/2-k_kvartira_70_m_28_et._398347097;"
 ш. Энтузиастов, 20
 ";Авиамоторная; 100 м
3775;9000000;"
 2-к квартира, 45.8 м², 1/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_45.8_m_19_et._1917257488;"
 ул. Тёплый Стан, 14/2
 ";Тропарево; 1,8 км
3776;14400000;"
 2-к квартира, 53.2 м², 2/25 эт.
 ";/moskva/kvartiry/2-k_kvartira_53.2_m_225_et._1948977922;"
 Карамышевская наб., 48к3
 ";Хорошево; 2,7 км
3777;11200000;"
 2-к квартира, 43 м², 12/12 эт.
 ";/moskva/kvartiry/2-k_kvartira_43_m_1212_et._1790393776;"
 Веерная ул., 40к5
 ";Минская; 1,5 км
3778;13800000;"
 2-к квартира, 43 м², 2/4 эт.
 ";/moskva/kvartiry/2-k_kvartira_43_m_24_et._1938039476;"
 Большой Факельный пер., 6/12
 ";Марксистская; 400 м
3779;13000000;"
 2-к квартира, 58 м², 2/16 эт.
 ";/moskva/kvartiry/2-k_kvartira_58_m_216_et._1177723585;"
 ул. Маршала Катукова
 ";Строгино; 700 м
3780;10700000;"
 2-к квартира, 45.3 м², 4/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_45.3_m_49_et._1978353758;"
 Нахимовский пр-т, 37к1
 ";Профсоюзная; 800 м
3781;13643354;"
 2-к квартира, 59 м², 11/31 эт.
 ";/moskva/kvartiry/2-k_kvartira_59_m_1131_et._1932895095;"
 ул. Лобачевского, 120
 ";Мичуринский проспект; 1,1 км
3782;11900000;"
 2-к квартира, 41 м², 7/14 эт.
 ";/moskva/kvartiry/2-k_kvartira_41_m_714_et._2006095437;"
 Дмитровское ш., 107Ак1
 ";Селигерская; 1,6 км
3783;12500000;"
 2-к квартира, 52 м², 4/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_52_m_417_et._1980928712;"
 Россошанская ул., 6
 ";Улица академика Янгеля; 800 м
3784;9500000;"
 2-к квартира, 38 м², 6/12 эт.
 ";/moskva/kvartiry/2-k_kvartira_38_m_612_et._1964338977;"
 Нагорная ул., 27к4
 ";Нагорная; 600 м
3785;12500000;"
 2-к квартира, 52 м², 5/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_52_m_517_et._1856463169;"
 ул. Маршала Катукова, 19к1
 ";Строгино; 700 м
3786;11000000;"
 2-к квартира, 60 м², 6/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_60_m_617_et._1969631955;"
 Каширское ш., 53к5
 ";Кантемировская; 2,4 км
3787;11500000;"
 2-к квартира, 47.1 м², 4/8 эт.
 ";/moskva/kvartiry/2-k_kvartira_47.1_m_48_et._1970548624;"
 ул. Демьяна Бедного, 9
 ";Хорошево; 1,3 км
3788;11300000;"
 2-к квартира, 51.3 м², 10/24 эт.
 ";/moskva/kvartiry/2-k_kvartira_51.3_m_1024_et._1890864467;"
 ул. Адмирала Лазарева, 63к1
 ";Бунинская аллея; 500 м
3789;13700000;"
 2-к квартира, 55.4 м², 12/25 эт.
 ";/moskva/kvartiry/2-k_kvartira_55.4_m_1225_et._1917224431;"
 Авиационная ул., 59
 ";Щукинская; 400 м
3790;14000000;"
 2-к квартира, 62 м², 15/23 эт.
 ";/moskva/kvartiry/2-k_kvartira_62_m_1523_et._1269937898;"
 ул. Васильцовский Стан, 10к1
 ";Стахановская; 1,3 км
3791;10500000;"
 2-к квартира, 72 м², 8/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_72_m_817_et._1809756003;"
 ул. Вертолётчиков, 5к1
 ";Некрасовка; 600 м
3792;13500000;"
 2-к квартира, 50.5 м², 4/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_50.5_m_417_et._1965732630;"
 ул. Академика Капицы, 30к2
 ";Коньково; 700 м
3793;11000000;"
 2-к квартира, 45 м², 6/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_45_m_69_et._1978403093;"
 Даниловская наб., 6к3
 ";Тульская; 1,1 км
3794;10300000;"
 2-к квартира, 54 м², 3/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_54_m_317_et._1890065212;"
 ул. Василия Петушкова, 7
 ";Волоколамская; 1,5 км
3795;12400000;"
 2-к квартира, 66.4 м², 13/16 эт.
 ";/moskva/kvartiry/2-k_kvartira_66.4_m_1316_et._1978902224;"
 Юго-Западный административный округ, район Южное Бутово
 ";Улица Скобелевская; 800 м
3796;9134375;"
 2-к квартира, 62.5 м², 13/25 эт.
 ";/moskva/kvartiry/2-k_kvartira_62.5_m_1325_et._1288498211;"
 Рождественская ул., 33
 ";Некрасовка; 200 м
3797;2100000;"
 2-к квартира, 48 м², 7/14 эт.
 ";/moskva/kvartiry/2-k_kvartira_48_m_714_et._1684000598;"
 Бирюлёвская ул., 18к1
 ";Царицыно; 2,7 км
3798;14200000;"
 2-к квартира, 50 м², 3/12 эт.
 ";/moskva/kvartiry/2-k_kvartira_50_m_312_et._1960438735;"
 Планетная ул., 11
 ";Петровский парк; 1 км
3799;12416354;"
 2-к квартира, 68 м², 1/24 эт.
 ";/moskva/kvartiry/2-k_kvartira_68_m_124_et._1960599067;"
 Проектируемый пр. № 985
 ";Селигерская; 1,6 км
3800;10500000;"
 2-к квартира, 45 м², 3/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_45_m_35_et._1985135335;"
 б-р Генерала Карбышева, 18к2
 ";Октябрьское поле; 1,8 км
3801;9700000;"
 2-к квартира, 42 м², 4/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_42_m_45_et._1974315932;"
 Большая Черёмушкинская ул., 8к1
 ";Крымская; 800 м
3802;9600000;"
 2-к квартира, 54 м², 11/12 эт.
 ";/moskva/kvartiry/2-k_kvartira_54_m_1112_et._1886623920;"
 Абрамцевская ул., 11к1
 ";Алтуфьево; 1,3 км
3803;9500000;"
 2-к квартира, 43 м², 9/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_43_m_99_et._1981509132;"
 11-я Парковая ул., 21
 ";Первомайская; 400 м
3804;8400000;"
 2-к квартира, 53.6 м², 10/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_53.6_m_1017_et._1981351773;"
 2-я Вольская ул., 1к3
 ";Некрасовка; 1,7 км
3805;7900000;"
 2-к квартира, 44.3 м², 2/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_44.3_m_29_et._1917711823;"
 Батайский пр., 9
 ";Марьино; 2,1 км
3806;12100000;"
 2-к квартира, 53.2 м², 10/16 эт.
 ";/moskva/kvartiry/2-k_kvartira_53.2_m_1016_et._1799302491;"
 ул. Коштоянца, 10
 ";Проспект Вернадского; 1,2 км
3807;11500000;"
 2-к квартира, 64 м², 11/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_64_m_1117_et._1964846114;"
 ул. Самуила Маршака, 4
 ";Рассказовка; 1 км
3808;13500000;"
 2-к квартира, 50 м², 14/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_50_m_1417_et._1946851209;"
 ул. Маршала Тухачевского, 60
 ";Октябрьское поле; 2,4 км
3809;14000000;"
 2-к квартира, 51.5 м², 2/23 эт.
 ";/moskva/kvartiry/2-k_kvartira_51.5_m_223_et._1938344788;"
 пр-т Вернадского, 65
 ";Проспект Вернадского; 700 м
3810;10200000;"
 2-к квартира, 53.5 м², 6/11 эт.
 ";/moskva/kvartiry/2-k_kvartira_53.5_m_611_et._1938193414;"
 Вешняковская ул., 10
 ";Новогиреево; 1,9 км
3811;14500000;"
 2-к квартира, 59 м², 9/32 эт.
 ";/moskva/kvartiry/2-k_kvartira_59_m_932_et._1985371213;"
 пр-т Будённого, 51к4
 ";Шоссе Энтузиастов; 800 м
3812;11700000;"
 2-к квартира, 60 м², 15/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_60_m_1517_et._1950173263;"
 8-я ул. Текстильщиков, 12к2
 ";Текстильщики; 1 км
3813;13290000;"
 2-к квартира, 55.5 м², 8/10 эт.
 ";/moskva/kvartiry/2-k_kvartira_55.5_m_810_et._1949955273;"
 Волоколамское ш., 6
 ";Сокол; 900 м
